CVE-2023-5678,"[('MEDIUM', 'amazon'), ('MEDIUM', 'nvd'), ('HIGH', 'nvd'), ('MEDIUM', 'photon'), ('LOW', 'ubuntu'), ('MEDIUM', 'null'), ('LOW', 'oracle-oval'), ('LOW', 'redhat')]"
CVE-2007-6755,"[('LOW', 'debian')]"
CVE-2010-0928,"[('LOW', 'debian')]"
CVE-2013-4392,"[('LOW', 'debian'), ('MEDIUM', 'redhat')]"
CVE-2023-31437,"[('LOW', 'debian')]"
CVE-2023-31438,"[('LOW', 'debian')]"
CVE-2023-31439,"[('LOW', 'debian')]"
CVE-2023-25433,"[('MEDIUM', 'redhat'), ('MEDIUM', 'ubuntu'), ('MEDIUM', 'amazon'), ('MEDIUM', 'nvd')]"
CVE-2023-26965,"[('MEDIUM', 'redhat'), ('MEDIUM', 'alma'), ('MEDIUM', 'nvd'), ('LOW', 'ubuntu'), ('MEDIUM', 'oracle-oval')]"
CVE-2023-26966,"[('MEDIUM', 'redhat'), ('MEDIUM', 'alma'), ('MEDIUM', 'nvd'), ('MEDIUM', 'oracle-oval'), ('MEDIUM', 'ubuntu')]"
CVE-2023-2908,"[('MEDIUM', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2023-3316,"[('MEDIUM', 'redhat'), ('MEDIUM', 'amazon'), ('MEDIUM', 'alma'), ('MEDIUM', 'nvd'), ('LOW', 'ubuntu'), ('MEDIUM', 'oracle-oval')]"
CVE-2023-3576,"[('MEDIUM', 'redhat'), ('MEDIUM', 'amazon'), ('MEDIUM', 'alma'), ('MEDIUM', 'nvd'), ('LOW', 'ubuntu'), ('MEDIUM', 'oracle-oval')]"
CVE-2023-3618,"[('MEDIUM', 'redhat'), ('MEDIUM', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2023-40745,"[('MEDIUM', 'redhat'), ('MEDIUM', 'nvd')]"
CVE-2023-41175,"[('MEDIUM', 'redhat'), ('MEDIUM', 'amazon'), ('MEDIUM', 'nvd')]"
CVE-2017-16232,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-17973,"[('LOW', 'debian')]"
CVE-2017-5563,"[('LOW', 'debian'), ('MEDIUM', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2017-9117,"[('LOW', 'debian'), ('MEDIUM', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2018-10126,"[('LOW', 'debian'), ('LOW', 'ubuntu')]"
CVE-2022-1210,"[('MEDIUM', 'amazon'), ('LOW', 'debian'), ('LOW', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2023-1916,"[('LOW', 'debian'), ('LOW', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2023-3164,"[('MEDIUM', 'amazon'), ('LOW', 'debian'), ('MEDIUM', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2013-7445,"[('HIGH', 'nvd'), ('MEDIUM', 'ubuntu')]"
CVE-2019-19449,"[('HIGH', 'nvd'), ('LOW', 'ubuntu')]"
CVE-2019-19814,"[('HIGH', 'nvd'), ('LOW', 'ubuntu')]"
CVE-2021-3847,"[('HIGH', 'nvd')]"
CVE-2021-3864,"[('HIGH', 'nvd'), ('MEDIUM', 'ubuntu')]"
CVE-2023-2176,"[('HIGH', 'nvd'), ('MEDIUM', 'redhat')]"
CVE-2023-35827,"[('HIGH', 'nvd')]"
CVE-2023-3640,"[('HIGH', 'nvd'), ('MEDIUM', 'redhat')]"
CVE-2023-46813,"[('HIGH', 'nvd'), ('MEDIUM', 'ubuntu'), ('MEDIUM', 'redhat')]"
CVE-2023-5178,"[('HIGH', 'redhat'), ('HIGH', 'alma'), ('HIGH', 'nvd'), ('HIGH', 'oracle-oval'), ('MEDIUM', 'ubuntu')]"
CVE-2023-5345,"[('HIGH', 'nvd'), ('HIGH', 'oracle-oval'), ('HIGH', 'redhat'), ('HIGH', 'ubuntu')]"
CVE-2023-5633,"[('HIGH', 'nvd'), ('HIGH', 'redhat'), ('HIGH', 'ubuntu')]"
CVE-2023-5717,"[('HIGH', 'nvd'), ('MEDIUM', 'ubuntu'), ('MEDIUM', 'redhat'), ('HIGH', 'amazon')]"
CVE-2019-15213,"[('MEDIUM', 'redhat'), ('LOW', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2019-16089,"[('LOW', 'redhat'), ('LOW', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2019-20794,"[('MEDIUM', 'redhat'), ('MEDIUM', 'nvd')]"
CVE-2020-14304,"[('LOW', 'redhat'), ('LOW', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2020-36694,"[('MEDIUM', 'redhat'), ('MEDIUM', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2022-4543,"[('MEDIUM', 'redhat'), ('MEDIUM', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2023-0160,"[('MEDIUM', 'nvd')]"
CVE-2023-0597,"[('MEDIUM', 'redhat'), ('HIGH', 'alma'), ('MEDIUM', 'nvd'), ('HIGH', 'oracle-oval'), ('MEDIUM', 'ubuntu')]"
CVE-2023-1192,"[('HIGH', 'alma'), ('LOW', 'redhat'), ('MEDIUM', 'nvd'), ('HIGH', 'oracle-oval'), ('MEDIUM', 'ubuntu')]"
CVE-2023-1193,"[('MEDIUM', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2023-21264,"[('MEDIUM', 'nvd')]"
CVE-2023-23005,"[('MEDIUM', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2023-31082,"[('MEDIUM', 'redhat'), ('MEDIUM', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2023-31083,"[('MEDIUM', 'redhat'), ('LOW', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2023-3397,"[('MEDIUM', 'redhat'), ('HIGH', 'amazon'), ('MEDIUM', 'nvd')]"
CVE-2023-34324,"[('MEDIUM', 'ubuntu'), ('HIGH', 'amazon'), ('MEDIUM', 'null')]"
CVE-2023-37454,"[('LOW', 'redhat'), ('MEDIUM', 'nvd')]"
CVE-2023-4010,"[('MEDIUM', 'redhat'), ('MEDIUM', 'nvd')]"
CVE-2023-4133,"[('MEDIUM', 'redhat'), ('LOW', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2023-46862,"[('MEDIUM', 'redhat'), ('MEDIUM', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2023-47233,"[('LOW', 'redhat'), ('MEDIUM', 'nvd'), ('MEDIUM', 'null')]"
CVE-2023-5090,"[('MEDIUM', 'redhat'), ('MEDIUM', 'nvd'), ('HIGH', 'ubuntu'), ('MEDIUM', 'null')]"
CVE-2023-5158,"[('MEDIUM', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2023-5197,"[('MEDIUM', 'redhat'), ('MEDIUM', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2023-6039,"[('MEDIUM', 'ubuntu'), ('LOW', 'ubuntu'), ('MEDIUM', 'nvd'), ('MEDIUM', 'null')]"
CVE-2004-0230,"[('LOW', 'debian')]"
CVE-2005-3660,"[('LOW', 'debian')]"
CVE-2007-3719,"[('LOW', 'debian')]"
CVE-2008-2544,"[('LOW', 'debian')]"
CVE-2008-4609,"[('LOW', 'debian')]"
CVE-2010-4563,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2010-5321,"[('LOW', 'debian')]"
CVE-2011-4915,"[('LOW', 'debian')]"
CVE-2011-4916,"[('LOW', 'debian')]"
CVE-2011-4917,"[('LOW', 'debian')]"
CVE-2012-4542,"[('LOW', 'debian'), ('MEDIUM', 'redhat')]"
CVE-2014-9892,"[('LOW', 'debian')]"
CVE-2014-9900,"[('LOW', 'debian'), ('MEDIUM', 'ubuntu')]"
CVE-2015-2877,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2016-10723,"[('LOW', 'debian')]"
CVE-2016-8660,"[('LOW', 'debian'), ('MEDIUM', 'ubuntu')]"
CVE-2017-0630,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-13693,"[('LOW', 'debian'), ('MEDIUM', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2017-13694,"[('LOW', 'debian'), ('MEDIUM', 'redhat')]"
CVE-2018-1121,"[('LOW', 'debian'), ('LOW', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2018-12928,"[('LOW', 'debian'), ('LOW', 'ubuntu')]"
CVE-2018-17977,"[('LOW', 'debian'), ('MEDIUM', 'ubuntu'), ('MEDIUM', 'redhat')]"
CVE-2019-11191,"[('LOW', 'debian'), ('LOW', 'ubuntu')]"
CVE-2019-12378,"[('LOW', 'debian')]"
CVE-2019-12379,"[('LOW', 'debian')]"
CVE-2019-12380,"[('LOW', 'debian'), ('LOW', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2019-12381,"[('LOW', 'debian')]"
CVE-2019-12382,"[('LOW', 'debian'), ('MEDIUM', 'redhat')]"
CVE-2019-12455,"[('LOW', 'debian')]"
CVE-2019-12456,"[('LOW', 'debian')]"
CVE-2019-16229,"[('LOW', 'debian'), ('LOW', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2019-16230,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2019-16231,"[('LOW', 'debian'), ('LOW', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2019-16232,"[('LOW', 'debian'), ('LOW', 'ubuntu')]"
CVE-2019-16233,"[('LOW', 'debian'), ('LOW', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2019-16234,"[('LOW', 'debian'), ('LOW', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2019-19070,"[('LOW', 'debian')]"
CVE-2019-19378,"[('LOW', 'debian'), ('LOW', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2020-11725,"[('LOW', 'debian')]"
CVE-2020-35501,"[('LOW', 'debian'), ('LOW', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2021-26934,"[('LOW', 'debian'), ('LOW', 'ubuntu')]"
CVE-2021-3714,"[('LOW', 'debian'), ('MEDIUM', 'redhat')]"
CVE-2022-0400,"[('LOW', 'debian'), ('MEDIUM', 'ubuntu')]"
CVE-2022-1247,"[('LOW', 'debian'), ('MEDIUM', 'ubuntu'), ('MEDIUM', 'redhat')]"
CVE-2022-25265,"[('LOW', 'debian'), ('MEDIUM', 'redhat')]"
CVE-2022-2961,"[('LOW', 'debian'), ('MEDIUM', 'ubuntu')]"
CVE-2022-3238,"[('LOW', 'debian'), ('MEDIUM', 'ubuntu')]"
CVE-2022-41848,"[('LOW', 'debian'), ('LOW', 'ubuntu')]"
CVE-2022-44032,"[('LOW', 'debian'), ('MEDIUM', 'redhat')]"
CVE-2022-44033,"[('LOW', 'debian'), ('MEDIUM', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2022-44034,"[('LOW', 'debian'), ('LOW', 'ubuntu')]"
CVE-2022-45884,"[('MEDIUM', 'redhat'), ('HIGH', 'alma'), ('LOW', 'debian'), ('LOW', 'ubuntu'), ('HIGH', 'oracle-oval')]"
CVE-2022-45885,"[('LOW', 'debian'), ('MEDIUM', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2022-45888,"[('LOW', 'debian'), ('LOW', 'ubuntu')]"
CVE-2023-23039,"[('LOW', 'debian')]"
CVE-2023-26242,"[('LOW', 'debian'), ('MEDIUM', 'ubuntu')]"
CVE-2023-31081,"[('LOW', 'debian')]"
CVE-2023-31085,"[('LOW', 'debian'), ('MEDIUM', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2023-39191,"[('LOW', 'debian'), ('HIGH', 'oracle-oval'), ('MEDIUM', 'ubuntu')]"
CVE-2023-4134,"[('LOW', 'debian'), ('LOW', 'ubuntu')]"
TEMP-0000000-F7A20F,"[('LOW', 'debian')]"
CVE-2023-4641,"[('LOW', 'amazon'), ('LOW', 'alma'), ('MEDIUM', 'null'), ('LOW', 'oracle-oval'), ('LOW', 'redhat')]"
CVE-2007-5686,"[('LOW', 'debian')]"
CVE-2019-19882,"[('LOW', 'debian')]"
CVE-2023-29383,"[('LOW', 'nvd'), ('LOW', 'ubuntu'), ('LOW', 'photon')]"
TEMP-0628843-DBAD28,"[('LOW', 'debian')]"
CVE-2010-4651,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2018-6951,"[('LOW', 'debian'), ('LOW', 'ubuntu')]"
CVE-2018-6952,"[('LOW', 'debian'), ('LOW', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2021-45261,"[('LOW', 'debian'), ('LOW', 'redhat'), ('LOW', 'ubuntu')]"
CVE-2018-20225,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2023-5752,"[('LOW', 'nvd'), ('MEDIUM', 'ghsa'), ('MEDIUM', 'amazon')]"
CVE-2005-1119,"[('LOW', 'debian')]"
TEMP-0517018-A83CE6,"[('LOW', 'debian')]"
CVE-2005-2541,"[('LOW', 'debian'), ('MEDIUM', 'redhat')]"
CVE-2022-48303,"[('MEDIUM', 'redhat'), ('HIGH', 'amazon'), ('MEDIUM', 'nvd'), ('LOW', 'debian'), ('MEDIUM', 'photon'), ('MEDIUM', 'oracle-oval'), ('MEDIUM', 'ubuntu')]"
TEMP-0290435-0B57B5,"[('LOW', 'debian')]"
CVE-2023-2610,"[('HIGH', 'nvd'), ('LOW', 'redhat'), ('MEDIUM', 'ubuntu'), ('HIGH', 'amazon')]"
CVE-2023-4738,"[('HIGH', 'nvd'), ('LOW', 'redhat'), ('MEDIUM', 'ubuntu'), ('HIGH', 'amazon')]"
CVE-2023-4752,"[('HIGH', 'nvd'), ('LOW', 'redhat'), ('MEDIUM', 'ubuntu'), ('HIGH', 'amazon')]"
CVE-2023-4781,"[('HIGH', 'nvd'), ('LOW', 'redhat'), ('MEDIUM', 'ubuntu'), ('HIGH', 'amazon')]"
CVE-2023-5344,"[('HIGH', 'nvd'), ('LOW', 'redhat'), ('MEDIUM', 'ubuntu'), ('MEDIUM', 'amazon')]"
CVE-2008-4677,"[('LOW', 'debian')]"
CVE-2017-1000382,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'photon')]"
CVE-2023-1264,"[('MEDIUM', 'amazon'), ('MEDIUM', 'nvd'), ('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'ubuntu')]"
CVE-2023-1355,"[('LOW', 'debian'), ('MEDIUM', 'amazon'), ('MEDIUM', 'nvd')]"
CVE-2023-2609,"[('HIGH', 'amazon'), ('MEDIUM', 'nvd'), ('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'ubuntu')]"
CVE-2023-3896,"[('LOW', 'debian'), ('MEDIUM', 'ubuntu')]"
CVE-2023-46246,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'ubuntu'), ('MEDIUM', 'amazon')]"
CVE-2023-4733,"[('LOW', 'debian'), ('MEDIUM', 'ubuntu'), ('HIGH', 'nvd'), ('HIGH', 'amazon')]"
CVE-2023-4734,"[('HIGH', 'amazon'), ('LOW', 'debian'), ('HIGH', 'nvd'), ('LOW', 'redhat'), ('MEDIUM', 'ubuntu')]"
CVE-2023-4735,"[('HIGH', 'amazon'), ('LOW', 'debian'), ('HIGH', 'nvd'), ('LOW', 'redhat'), ('MEDIUM', 'ubuntu')]"
CVE-2023-4750,"[('LOW', 'debian'), ('MEDIUM', 'ubuntu'), ('HIGH', 'nvd'), ('HIGH', 'amazon')]"
CVE-2023-4751,"[('HIGH', 'amazon'), ('LOW', 'debian'), ('HIGH', 'nvd'), ('LOW', 'redhat'), ('MEDIUM', 'ubuntu')]"
CVE-2023-5441,"[('MEDIUM', 'amazon'), ('MEDIUM', 'nvd'), ('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'ubuntu')]"
CVE-2023-5535,"[('MEDIUM', 'amazon'), ('LOW', 'debian'), ('HIGH', 'nvd'), ('LOW', 'redhat'), ('MEDIUM', 'ubuntu')]"
CVE-2023-45853,"[('MEDIUM', 'amazon'), ('MEDIUM', 'redhat'), ('CRITICAL', 'photon'), ('CRITICAL', 'nvd')]"
CVE-2023-1428,"[('HIGH', 'ruby-advisory-db'), ('HIGH', 'ghsa')]"
CVE-2023-32731,"[('HIGH', 'ruby-advisory-db'), ('HIGH', 'ghsa')]"
CVE-2023-32732,"[('MEDIUM', 'ghsa'), ('MEDIUM', 'ruby-advisory-db')]"
CVE-2023-36617,"[('MEDIUM', 'ubuntu'), ('MEDIUM', 'nvd'), ('MEDIUM', 'ruby-advisory-db')]"
CVE-2019-3462,"[('HIGH', 'nvd'), ('HIGH', 'ubuntu')]"
CVE-2020-27350,"[('MEDIUM', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2020-3810,"[('MEDIUM', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2017-12448,"[('HIGH', 'nvd')]"
CVE-2017-12449,"[('HIGH', 'nvd'), ('LOW', 'redhat')]"
CVE-2017-12450,"[('HIGH', 'nvd')]"
CVE-2017-12451,"[('HIGH', 'nvd'), ('LOW', 'redhat')]"
CVE-2017-12452,"[('HIGH', 'nvd'), ('LOW', 'redhat')]"
CVE-2017-12453,"[('HIGH', 'nvd'), ('LOW', 'redhat')]"
CVE-2017-12454,"[('HIGH', 'nvd'), ('LOW', 'redhat')]"
CVE-2017-12455,"[('HIGH', 'nvd'), ('LOW', 'redhat')]"
CVE-2017-12456,"[('HIGH', 'nvd'), ('LOW', 'redhat')]"
CVE-2017-12457,"[('HIGH', 'nvd'), ('LOW', 'redhat')]"
CVE-2017-12458,"[('HIGH', 'nvd'), ('LOW', 'redhat')]"
CVE-2017-12459,"[('HIGH', 'nvd')]"
CVE-2017-12799,"[('HIGH', 'nvd'), ('LOW', 'redhat')]"
CVE-2017-13710,"[('HIGH', 'nvd'), ('LOW', 'redhat')]"
CVE-2017-14333,"[('HIGH', 'nvd')]"
CVE-2017-14729,"[('HIGH', 'nvd'), ('LOW', 'redhat')]"
CVE-2017-14745,"[('HIGH', 'nvd'), ('LOW', 'redhat')]"
CVE-2018-6323,"[('HIGH', 'nvd'), ('LOW', 'redhat')]"
CVE-2018-6543,"[('HIGH', 'nvd'), ('HIGH', 'photon')]"
CVE-2018-7208,"[('HIGH', 'nvd'), ('LOW', 'redhat'), ('HIGH', 'photon')]"
CVE-2018-7643,"[('HIGH', 'nvd'), ('LOW', 'redhat'), ('HIGH', 'photon')]"
CVE-2017-12967,"[('LOW', 'redhat'), ('MEDIUM', 'nvd')]"
CVE-2017-13757,"[('LOW', 'redhat'), ('MEDIUM', 'nvd')]"
CVE-2017-14529,"[('LOW', 'redhat'), ('MEDIUM', 'nvd')]"
CVE-2017-14974,"[('LOW', 'redhat'), ('MEDIUM', 'photon'), ('MEDIUM', 'nvd')]"
CVE-2017-9954,"[('LOW', 'redhat'), ('MEDIUM', 'nvd')]"
CVE-2017-9955,"[('LOW', 'redhat'), ('MEDIUM', 'nvd')]"
CVE-2018-10372,"[('LOW', 'redhat'), ('MEDIUM', 'photon'), ('LOW', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2018-10373,"[('LOW', 'redhat'), ('MEDIUM', 'photon'), ('LOW', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2018-10534,"[('LOW', 'redhat'), ('MEDIUM', 'photon'), ('LOW', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2018-10535,"[('LOW', 'redhat'), ('MEDIUM', 'photon'), ('LOW', 'ubuntu'), ('MEDIUM', 'nvd')]"
CVE-2018-6759,"[('LOW', 'redhat'), ('MEDIUM', 'photon'), ('MEDIUM', 'nvd')]"
CVE-2018-6872,"[('LOW', 'redhat'), ('MEDIUM', 'photon'), ('MEDIUM', 'nvd')]"
CVE-2018-7568,"[('LOW', 'redhat'), ('MEDIUM', 'photon'), ('MEDIUM', 'nvd')]"
CVE-2018-7569,"[('LOW', 'redhat'), ('MEDIUM', 'photon'), ('MEDIUM', 'nvd')]"
CVE-2018-7570,"[('MEDIUM', 'photon'), ('MEDIUM', 'nvd')]"
CVE-2018-7642,"[('LOW', 'redhat'), ('MEDIUM', 'photon'), ('MEDIUM', 'nvd')]"
CVE-2017-14128,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-14129,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-14130,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-14930,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'photon')]"
CVE-2017-14932,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'photon')]"
CVE-2017-14933,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'photon')]"
CVE-2017-14934,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'photon')]"
CVE-2017-14938,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'photon')]"
CVE-2017-14939,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'photon')]"
CVE-2017-14940,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'photon')]"
CVE-2017-15020,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-15021,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'photon')]"
CVE-2017-15022,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'photon')]"
CVE-2017-15023,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'photon')]"
CVE-2017-15024,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'photon')]"
CVE-2017-15025,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'photon')]"
CVE-2017-15225,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-15938,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-15996,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-16826,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-16827,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-16828,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-16829,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-16830,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-16831,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-16832,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-17080,"[('LOW', 'debian'), ('LOW', 'redhat'), ('MEDIUM', 'photon')]"
CVE-2017-17121,"[('LOW', 'debian'), ('LOW', 'redhat')]"
CVE-2017-17122,"[('LOW', 'debian'), ('LOW', 'redhat')]"
